"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","C","51414","64242","Head of Service","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts2"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL2","D","42862","55690","Head of Service","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts3"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","D","42862","55690","Dispute Resolution Manager","3","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts4"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","C2","46535","57460","Dispute Resolution Manager","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts5"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","E","35532","48360","Adjudicator","4","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts6"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","D","42862","55690","Corporate Services Manager","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts7"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","E","35532","48360","Planning & Performance Coordinator","0","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts8"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","F","29423","41640","Investigator","14","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts9"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","C old","33652","45321","Investigator","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts10"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","E","35532","48360","Senior Finance & Corporate Services Officer","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts11"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","D old","26942","36278","Senior Corporate Services Officer","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts12"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","G","23315","36143","Corporate Services Officer","2","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts13"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","H","16900","26369","Dispute Resolution Support","2","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts14"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","E","35532","48360","Procurement & Project Support Manager","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts15"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL3","E","35532","48360","Learning & Organisational Development Manager","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts16"
"Department for Communities and Local Government","Independent Housing Ombudsman","Housing Ombudsman Service","IHOL1","C","51414","64242","Head of Service","1","Operational delivery","/data/housing-ombudsman/2011-09-30/government-staff-and-salary-data-October-2011-v.1.5.xls","juniorPosts17"
