"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Environment, Food and Rural Affairs","Natural England","Board and Executive Services","1","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","2","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts2"
"Department for Environment, Food and Rural Affairs","Natural England","Board and Executive Services","1","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","1","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts3"
"Department for Environment, Food and Rural Affairs","Natural England","Board and Executive Services","1","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","1.5","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts4"
"Department for Environment, Food and Rural Affairs","Natural England","Board and Executive Services","1","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","5","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts5"
"Department for Environment, Food and Rural Affairs","Natural England","Board and Executive Services","1","Adviser","20250","26620","Adviser","5","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts6"
"Department for Environment, Food and Rural Affairs","Natural England","Board and Executive Services","1","Support Adviser","16250","20140","Support Adviser","1","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts7"
"Department for Environment, Food and Rural Affairs","Natural England","Estates & Facilities","18","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","1","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts8"
"Department for Environment, Food and Rural Affairs","Natural England","Estates & Facilities","18","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","3","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts9"
"Department for Environment, Food and Rural Affairs","Natural England","Estates & Facilities","18","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","3","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts10"
"Department for Environment, Food and Rural Affairs","Natural England","Estates & Facilities","18","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","1","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts11"
"Department for Environment, Food and Rural Affairs","Natural England","Estates & Facilities","18","Adviser","20250","26620","Adviser","2.55","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts12"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","2","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts13"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","2","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts14"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","1.82","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts15"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","11.71","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts16"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","4","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts17"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Adviser","20250","26620","Adviser","4.27","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts18"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Support Adviser","16250","20140","Support Adviser","2.75","Finance","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts19"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","1","Internal Audit","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts20"
"Department for Environment, Food and Rural Affairs","Natural England","Finance","13","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","1","Internal Audit","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts21"
"Department for Environment, Food and Rural Affairs","Natural England","Legal Support","5","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","1","Law","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts22"
"Department for Environment, Food and Rural Affairs","Natural England","Legal Support","5","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","2","Law","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts23"
"Department for Environment, Food and Rural Affairs","Natural England","Legal Support","5","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","1","Law","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts24"
"Department for Environment, Food and Rural Affairs","Natural England","Legal Support","5","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","0.87","Law","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts25"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","4","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts26"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","1","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts27"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","2","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts28"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","24.94","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts29"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","2.14","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts30"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Adviser","20250","26620","Adviser","1","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts31"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Support Adviser","16250","20140","Support Adviser","1","Human resources","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts32"
"Department for Environment, Food and Rural Affairs","Natural England","Organisation Development","17","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","1","Operational delivery","/data/naturalengland/2011-09-30/300911-Natural-England-Organogram.xls","juniorPosts33"
