"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AA","15147","15147","Administrative assistant","21.7","Operational delivery","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts2"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AA","15147","15147","HR support officer","1","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts3"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","Administrative assistant","3","Operational delivery","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts4"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","Communications support officer","1","Communications","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts5"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","HR support officer","5.43","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts6"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","IT Support Officer","2.81","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts7"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","Not in post","1.81","Operational delivery","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts8"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","Operations Support Officer","11.36","Communications","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts9"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","AO","16187","18667","Operations Support Officer","6.16","Property and Asset Management","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts10"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","Analyst","16.81","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts11"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","HR Officer","1.86","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts12"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","HR support officer","1.65","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts13"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","IT Support Officer","4","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts14"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","Not in post","2","Operational delivery","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts15"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","Operational Manager","3.6","Communications","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts16"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","Operational Manager","5.64","Property and Asset Management","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts17"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","Operational Manager","1","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts18"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","EO","18870","25920","Web Manager","3","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts19"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","Grade 6","46863","59323","Senior HR Manager","1","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts20"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","Grade 7","42250","53478","Business Manager","1","Property and Asset Management","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts21"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","Grade 7","42250","53478","Not in post","2","Policy","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts22"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","Grade 7","42250","53478","Senior HR Manager","2","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts23"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","Grade 7","42250","53478","Senior IT manager","3","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts24"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","HEO","25223","28663","Business Manager","0.57","Property and Asset Management","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts25"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","HEO","25223","28663","Communications Manager","1","Communications","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts26"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","HEO","25223","28663","Executive Assistant","1","Planning","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts27"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","HEO","25223","28663","HR Officer","2.57","Human resources","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts28"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","HEO","25223","28663","Not in post","2","Operational delivery","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts29"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","HEO","25223","28663","Senior Analyst","40.62","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts30"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","SEO","28855","36527","Business Manager","0.92","Property and Asset Management","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts31"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","SEO","28855","36527","Business Manager","1","Communications","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts32"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","SEO","28855","36527","Business Manager","1","Programme and Project Management (PPM)","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts33"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","SEO","28855","36527","Not in post","4","Operational delivery","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts34"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate","BSD","SEO","28855","36527","Senior Analyst","2","Information Technology","/data/ipo/2011-09-30/IPO-transparency-300911.xls","juniorPosts35"
