"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","British Cattle Movement Service","5","AO","ao","ao","Team Member","145.7","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts2"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","British Cattle Movement Service","5","EO","eo","eo","Team Leader","29.07","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts3"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","British Cattle Movement Service","5","HEO","heo","heo","Manager","7.11","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts4"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","British Cattle Movement Service","5","SEO","seo","seo","Manager","1.53","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts5"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","British Cattle Movement Service","5","Grade 7","grade-7","grade-7","Senior Manager","1","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts6"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Carlisle SPS","5","AO","ao","ao","Team Member","178.58","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts7"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Carlisle SPS","5","EO","eo","eo","Team Leader","36.69","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts8"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Carlisle SPS","5","HEO","heo","heo","Manager","7.39","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts9"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Carlisle SPS","5","SEO","seo","seo","Manager","3","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts10"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Carlisle SPS","5","Grade 7","grade-7","grade-7","Senior Manager","1","Operational delivery","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts11"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Chief Executives Office","2","AO","ao","ao","Team Member","1","Communications","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts12"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Chief Executives Office","2","HEO","heo","heo","Manager","5","Communications","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts13"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Chief Executives Office","2","SEO","seo","seo","Manager","3","Communications","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts14"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Chief Executives Office","2","Grade 7","grade-7","grade-7","Senior Manager","1","Communications","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts15"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CIO Directorate","9","AO","ao","ao","Team Member","1","Information Technology","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts16"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CIO Directorate","9","EO","eo","eo","Team Leader","16.01","Information Technology","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts17"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CIO Directorate","9","HEO","heo","heo","Manager","16","Information Technology","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts18"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CIO Directorate","9","SEO","seo","seo","Manager","19.59","Information Technology","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts19"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CIO Directorate","9","Grade 7","grade-7","grade-7","Senior Manager","19.81","Information Technology","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts20"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CIO Directorate","9","Grade 6","grade-6","grade-6","Senior Manager","3","Information Technology","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts21"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Commercial Directorate","6","AO","ao","ao","Team Member","3","Procurement","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts22"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Commercial Directorate","6","EO","eo","eo","Team Leader","3","Procurement","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts23"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Commercial Directorate","6","HEO","heo","heo","Manager","3","Procurement","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts24"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Commercial Directorate","6","SEO","seo","seo","Manager","1","Procurement","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts25"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Commercial Directorate","6","Grade 7","grade-7","grade-7","Senior Manager","1.86","Procurement","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts26"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Commercial Directorate","6","Grade 6","grade-6","grade-6","Senior Manager","1","Procurement","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts27"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Communications","2","EO","eo","eo","Team Leader","3","Communications","/data/rpa/2011-09-30/RESTRICTED---RPA-government-staff-and-salary-data---September-2011v3.xls","juniorPosts28"
