"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for International Development","Department for International Development","Policy & International","A20","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","C1 (AO)","19500","23276","Programme Manager","1.3","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A21","A2 (G7)","49410","58160","Policy Adviser","0.6","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","A1 (G6)","61381","70290","Policy Adviser","8.8","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","A2 (G7)","49410","58160","Policy Adviser","3.4","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","A2 (G7)","49410","58160","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","B1 (HEO)","31320","35680","Programme Manager","1.6","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","B2 (EO)","23615","28210","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","C1 (AO)","19500","23276","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","B1D (Faststream)","26800","37195","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","A40","A1 (G6)","61381","70290","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Policy & International","A40","A2 (G7)","49410","58160","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A40","A2 (G7)","49410","58160","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Policy & International","A40","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","A40","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A40","B1 (HEO)","31320","35680","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A41","A1 (G6)","61381","70290","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","A1 (G6)","61381","70290","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","A1 (G6)","61381","70290","Statistician","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","A2 (G7)","49410","58160","Policy Adviser","4.2","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","A2 (G7)","49410","58160","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","A2 (G7)","49410","58160","Statistician","2","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","B1 (HEO)","31320","35680","Programme Manager","2.8","Policy"
"Department for International Development","Department for International Development","Policy & International","A42","B2 (EO)","23615","28210","Programme Manager","1.6","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","A1 (G6)","61381","70290","Policy Adviser","6.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","A1 (G6)","61381","70290","Programme Manager","3.4","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","A2 (G7)","49410","58160","Policy Adviser","14.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","A2 (G7)","49410","58160","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","A2L (SEO)","41218","45380","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","B1 (HEO)","31320","35680","Programme Manager","5","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","B2 (EO)","23615","28210","operational manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B65","B1D (Faststream)","26800","37195","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B89","A2 (G7)","49410","58160","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B89","A2 (G7)","49410","58160","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","A1 (G6)","61381","70290","Policy Adviser","10.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","A1 (G6)","61381","70290","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","A2 (G7)","49410","58160","Policy Adviser","13","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","A2 (G7)","49410","58160","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","B1 (HEO)","31320","35680","Programme Manager","9","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","B2 (EO)","23615","28210","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B91","C1 (AO)","19500","23276","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B99","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B99","A1 (G6)","61381","70290","Statistician","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B99","A2 (G7)","49410","58160","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B99","B2 (EO)","23615","28210","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B99","C1 (AO)","19500","23276","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","A1 (G6)","61381","70290","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","A2 (G7)","49410","58160","Programme Manager","5.4","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","A2L (SEO)","41218","45380","Policy Adviser","0.6","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","B1 (HEO)","31320","35680","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","B1 (HEO)","31320","35680","Policy Adviser","1.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","B1 (HEO)","31320","35680","Programme Manager","2.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","B2 (EO)","23615","28210","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B111","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","A1 (G6)","61381","70290","Policy Adviser","10.2","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","A2 (G7)","49410","58160","operational manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","A2L (SEO)","41218","45380","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","B1 (HEO)","31320","35680","operational manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","B2 (EO)","23615","28210","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","C1 (AO)","19500","23276","operational manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","C1 (AO)","19500","23276","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B114","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","A2 (G7)","49410","58160","Policy Adviser","9","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","A2 (G7)","49410","58160","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","A2L (SEO)","41218","45380","Communications Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","A2L (SEO)","41218","45380","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","B1 (HEO)","31320","35680","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Policy & International","B116","B2 (EO)","23615","28210","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B117","A1 (G6)","61381","70290","Finance Officer","1","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A1 (G6)","61381","70290","operational manager","1","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A1 (G6)","61381","70290","Programme Manager","2","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A2 (G7)","49410","58160","Communications Manager","0.7","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A2 (G7)","49410","58160","Finance Officer","4","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A2 (G7)","49410","58160","Policy Adviser","3","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A2 (G7)","49410","58160","Procurement Officer","1","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A2 (G7)","49410","58160","Programme Manager","3","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","A2L (SEO)","41218","45380","Programme Manager","2","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","B1 (HEO)","31320","35680","Finance Officer","1","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","B1 (HEO)","31320","35680","operational manager","2","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","B1 (HEO)","31320","35680","Programme Manager","1.5","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","B2 (EO)","23615","28210","Diary Manager","3","Finance"
"Department for International Development","Department for International Development","Policy & International","B117","C1 (AO)","19500","23276","Programme Manager","1","Finance"
"Department for International Development","Department for International Development","Policy & International","B120","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","A2 (G7)","49410","58160","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","A2 (G7)","49410","58160","Programme Manager","3.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","B1 (HEO)","31320","35680","Programme Manager","4.2","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","B2 (EO)","23615","28210","operational manager","2.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B120","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B121","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","A1 (G6)","61381","70290","Policy Adviser","13.4","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","A2 (G7)","49410","58160","Policy Adviser","22.1","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","A2 (G7)","49410","58160","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","A2 (G7)","49410","58160","Statistician","2.5","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","B1 (HEO)","31320","35680","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","B1 (HEO)","31320","35680","Programme Manager","4.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","B2 (EO)","23615","28210","operational manager","4","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","B2 (EO)","23615","28210","Programme Manager","3.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B122","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B133","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B133","A1 (G6)","61381","70290","Statistician","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B133","A2 (G7)","49410","58160","Policy Adviser","0.6","Policy"
"Department for International Development","Department for International Development","Policy & International","B133","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B133","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B136","A1 (G6)","61381","70290","Policy Adviser","2.6","Policy"
"Department for International Development","Department for International Development","Policy & International","B136","A2 (G7)","49410","58160","Policy Adviser","6.3","Policy"
"Department for International Development","Department for International Development","Policy & International","B136","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B136","B2 (EO)","23615","28210","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B136","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","A2 (G7)","49410","58160","Policy Adviser","1.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","A2 (G7)","49410","58160","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","B1 (HEO)","31320","35680","operational manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","B1 (HEO)","31320","35680","Procurement Officer","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","B2 (EO)","23615","28210","Programme Manager","1.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B161","C1 (AO)","19500","23276","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A1 (G6)","61381","70290","Policy Adviser","8.2","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A2 (G7)","49410","58160","Policy Adviser","14.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A2 (G7)","49410","58160","Statistician","0.9","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A2L (SEO)","41218","45380","operational manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A2L (SEO)","41218","45380","Policy Adviser","1.2","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","B1 (HEO)","31320","35680","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","B2 (EO)","23615","28210","Programme Manager","2.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B162","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B168","B1 (HEO)","31320","35680","Finance Officer","0.5","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","A1 (G6)","61381","70290","Policy Adviser","1.8","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","A2 (G7)","49410","58160","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","B1 (HEO)","31320","35680","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","C1 (AO)","19500","23276","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A19","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","TMG","A1","A1 (G6)","61381","70290","Private Secretary","1","Policy"
"Department for International Development","Department for International Development","TMG","A1","B1 (HEO)","31320","35680","Private Secretary","3","Policy"
"Department for International Development","Department for International Development","TMG","A1","B1D (Faststream)","26800","37195","Private Secretary","1","Policy"
"Department for International Development","Department for International Development","TMG","A7","A2 (G7)","49410","58160","Private Secretary","1","Policy"
"Department for International Development","Department for International Development","TMG","A7","B1 (HEO)","31320","35680","Private Secretary","1","Policy"
"Department for International Development","Department for International Development","TMG","A7","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","TMG","B125","A1 (G6)","61381","70290","operational manager","1","Policy"
"Department for International Development","Department for International Development","TMG","B125","A1 (G6)","61381","70290","Private Secretary","5","Policy"
"Department for International Development","Department for International Development","TMG","B125","A2 (G7)","49410","58160","Private Secretary","1","Policy"
"Department for International Development","Department for International Development","TMG","B125","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","TMG","B125","B1 (HEO)","31320","35680","Private Secretary","4","Policy"
"Department for International Development","Department for International Development","TMG","B125","B2 (EO)","23615","28210","operational manager","10.8","Policy"
"Department for International Development","Department for International Development","TMG","B125","B2 (EO)","23615","28210","Private Secretary","1","Policy"
"Department for International Development","Department for International Development","TMG","B125","C1 (AO)","19500","23276","operational manager","5","Policy"
"Department for International Development","Department for International Development","TMG","B125","B1D (Faststream)","26800","37195","Private Secretary","2","Policy"
