"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for International Development","Department for International Development","Country Programmes","B77","A1 (G6)","61381","70290","operational manager","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","A2 (G7)","49410","58160","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","A2 (G7)","49410","58160","Policy Adviser","12","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","A2 (G7)","49410","58160","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","A2L (SEO)","41218","45380","Procurement Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","B1 (HEO)","31320","35680","operational manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","B1 (HEO)","31320","35680","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B77","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A1 (G6)","61381","70290","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A1 (G6)","61381","70290","operational manager","0.8","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A1 (G6)","61381","70290","Policy Adviser","0.6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2 (G7)","49410","58160","Finance Officer","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2 (G7)","49410","58160","Policy Adviser","1.2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2 (G7)","49410","58160","Procurement Officer","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2 (G7)","49410","58160","Statistician","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2L (SEO)","41218","45380","Finance Officer","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","A2L (SEO)","41218","45380","Procurement Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","B1 (HEO)","31320","35680","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","B1 (HEO)","31320","35680","operational manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","B2 (EO)","23615","28210","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","B2 (EO)","23615","28210","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B78","B1D (Faststream)","26800","37195","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B86","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B86","A1 (G6)","61381","70290","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B86","A2 (G7)","49410","58160","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B86","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A1 (G6)","61381","70290","operational manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A1 (G6)","61381","70290","Policy Adviser","11.8","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A1 (G6)","61381","70290","Programme Manager","8.1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2 (G7)","49410","58160","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2 (G7)","49410","58160","Policy Adviser","20.6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2 (G7)","49410","58160","Programme Manager","15.8","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2 (G7)","49410","58160","Statistician","0.9","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","A2L (SEO)","41218","45380","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B1 (HEO)","31320","35680","operational manager","2.8","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B1 (HEO)","31320","35680","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B1 (HEO)","31320","35680","Programme Manager","11.7","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B2 (EO)","23615","28210","operational manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B2 (EO)","23615","28210","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B2 (EO)","23615","28210","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","C1 (AO)","19500","23276","Programme Manager","3.7","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B1D (Faststream)","26800","37195","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B89","B1D (Faststream)","26800","37195","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A1 (G6)","61381","70290","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A1 (G6)","61381","70290","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A2 (G7)","49410","58160","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A2 (G7)","49410","58160","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","B1 (HEO)","31320","35680","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","B1 (HEO)","31320","35680","Programme Manager","6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","B2 (EO)","23615","28210","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","B2 (EO)","23615","28210","Programme Manager","3.8","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B93","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B100","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A1 (G6)","61381","70290","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A1 (G6)","61381","70290","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A1 (G6)","61381","70290","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A1 (G6)","61381","70290","Senior Operational Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2 (G7)","49410","58160","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2 (G7)","49410","58160","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2 (G7)","49410","58160","Policy Adviser","11","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2 (G7)","49410","58160","Procurement Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2 (G7)","49410","58160","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B101","B1 (HEO)","31320","35680","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","A1 (G6)","61381","70290","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","A2 (G7)","49410","58160","Policy Adviser","12","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","A2 (G7)","49410","58160","Procurement Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B108","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B114","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B115","A1 (G6)","61381","70290","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B115","A2 (G7)","49410","58160","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B115","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B116","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B116","A1 (G6)","61381","70290","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B116","A2 (G7)","49410","58160","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B116","A2 (G7)","49410","58160","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B116","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B116","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B118","A1 (G6)","61381","70290","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B118","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B118","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B118","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A1 (G6)","61381","70290","Programme Manager","8","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A1 (G6)","61381","70290","Senior Operational Manager","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A1 (G6)","61381","70290","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A2 (G7)","49410","58160","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A2 (G7)","49410","58160","operational manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A2 (G7)","49410","58160","Policy Adviser","12.6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A2 (G7)","49410","58160","Programme Manager","10","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","A2 (G7)","49410","58160","Statistician","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B1 (HEO)","31320","35680","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B1 (HEO)","31320","35680","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B1 (HEO)","31320","35680","Programme Manager","9.6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B2 (EO)","23615","28210","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B2 (EO)","23615","28210","operational manager","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B2 (EO)","23615","28210","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B2 (EO)","23615","28210","Programme Manager","2.6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B1D (Faststream)","26800","37195","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B121","B1D (Faststream)","26800","37195","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B123","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B124","A1 (G6)","61381","70290","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B124","A2 (G7)","49410","58160","Policy Adviser","4","Policy"
"Department for International Development","Department for International Development","Country Programmes","B124","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B124","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B124","A2L (SEO)","41218","45380","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B124","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","A1 (G6)","61381","70290","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","A1 (G6)","61381","70290","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","A2 (G7)","49410","58160","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","A2 (G7)","49410","58160","Policy Adviser","6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","A2L (SEO)","41218","45380","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","B1 (HEO)","31320","35680","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B128","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B129","A1 (G6)","61381","70290","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B129","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B129","A2 (G7)","49410","58160","Policy Adviser","6","Policy"
"Department for International Development","Department for International Development","Country Programmes","B129","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B129","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A1 (G6)","61381","70290","Policy Adviser","10","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A1 (G6)","61381","70290","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A1 (G6)","61381","70290","Senior Operational Manager","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A2 (G7)","49410","58160","Policy Adviser","7","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","B1D (Faststream)","26800","37195","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B130","B1D (Faststream)","26800","37195","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B136","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B142","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B142","A1 (G6)","61381","70290","Procurement Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B142","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B142","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B142","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B142","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B153","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B163","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B163","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B163","A2 (G7)","49410","58160","Policy Adviser","10","Policy"
"Department for International Development","Department for International Development","Country Programmes","B163","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","A1 (G6)","61381","70290","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","A2 (G7)","49410","58160","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","A2 (G7)","49410","58160","Programme Manager","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","B1 (HEO)","31320","35680","operational manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B165","B1D (Faststream)","26800","37195","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B170","A1 (G6)","61381","70290","Policy Adviser","7","Policy"
"Department for International Development","Department for International Development","Country Programmes","B170","A2 (G7)","49410","58160","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B170","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B170","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B170","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B170","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B172","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B172","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B172","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Country Programmes","B172","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Country Programmes","B172","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B172","B1D (Faststream)","26800","37195","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Country Programmes","B173","A1 (G6)","61381","70290","Programme Manager","1","Human Resources"
"Department for International Development","Department for International Development","Economic Development","A46","A1 (G6)","61381","70290","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A1 (G6)","61381","70290","Senior Operational Manager","2","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A2 (G7)","49410","58160","Finance Officer","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A2 (G7)","49410","58160","operational manager","0.9","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A2 (G7)","49410","58160","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A2 (G7)","49410","58160","Programme Manager","2.8","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","A2 (G7)","49410","58160","Statistician","2","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","B1 (HEO)","31320","35680","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","B1 (HEO)","31320","35680","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","B2 (EO)","23615","28210","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","B2 (EO)","23615","28210","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","A46","C1 (AO)","19500","23276","operational manager","0.6","Policy"
"Department for International Development","Department for International Development","Economic Development","B65","A2 (G7)","49410","58160","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A1 (G6)","61381","70290","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A2 (G7)","49410","58160","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A2 (G7)","49410","58160","Policy Adviser","6","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","A2 (G7)","49410","58160","Statistician","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","B1 (HEO)","31320","35680","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","B2 (EO)","23615","28210","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","C1 (AO)","19500","23276","operational manager","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B87","B1D (Faststream)","26800","37195","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","A1 (G6)","61381","70290","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","A2 (G7)","49410","58160","Policy Adviser","16.8","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","A2 (G7)","49410","58160","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","B2 (EO)","23615","28210","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","B1D (Faststream)","26800","37195","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B110","B1D (Faststream)","26800","37195","Policy Adviser","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","A1 (G6)","61381","70290","Policy Adviser","2.6","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","A2 (G7)","49410","58160","Policy Adviser","5.2","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","A2 (G7)","49410","58160","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","B1 (HEO)","31320","35680","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","B1 (HEO)","31320","35680","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B135","B1 (HEO)","31320","35680","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","A1 (G6)","61381","70290","Policy Adviser","0.7","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","A1 (G6)","61381","70290","Programme Manager","4","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","A2 (G7)","49410","58160","Policy Adviser","5","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","A2L (SEO)","41218","45380","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","A2L (SEO)","41218","45380","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","B1 (HEO)","31320","35680","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","B1 (HEO)","31320","35680","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","B2 (EO)","23615","28210","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","B2 (EO)","23615","28210","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","C1 (AO)","19500","23276","Diary Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","C1 (AO)","19500","23276","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B164","B1D (Faststream)","26800","37195","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","A1 (G6)","61381","70290","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","A2 (G7)","49410","58160","operational manager","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","A2 (G7)","49410","58160","Policy Adviser","3","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","A2L (SEO)","41218","45380","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","A2L (SEO)","41218","45380","Programme Manager","3","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","B1 (HEO)","31320","35680","Programme Manager","2.8","Policy"
"Department for International Development","Department for International Development","Economic Development","B166","B2 (EO)","23615","28210","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","DFID","A27","A1 (G6)","61381","70290","Programme Manager","1","Human Resources"
"Department for International Development","Department for International Development","DFID","A27","A2 (G7)","49410","58160","Communications Manager","1","Human Resources"
"Department for International Development","Department for International Development","DFID","A27","A2 (G7)","49410","58160","Programme Manager","1","Human Resources"
"Department for International Development","Department for International Development","DFID","A27","A2L (SEO)","41218","45380","Programme Manager","1","Human Resources"
"Department for International Development","Department for International Development","DFID","A27","B2 (EO)","23615","28210","Diary Manager","1","Human Resources"
"Department for International Development","Department for International Development","Policy & International","A20","A1 (G6)","61381","70290","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","A1 (G6)","61381","70290","Programme Manager","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","A2 (G7)","49410","58160","Policy Adviser","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","A2 (G7)","49410","58160","Programme Manager","7.1","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","A2L (SEO)","41218","45380","Programme Manager","2","Policy"
"Department for International Development","Department for International Development","Policy & International","A20","B1 (HEO)","31320","35680","Diary Manager","1","Policy"
