"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Corporate","CEO1","Professional Support","15000","35000","Executive Assistant","1","Operational Delivery","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts2"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Manager","35000","55000","Chief Information Officer","1","Operational Delivery","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts3"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Practitioner","25000","45000","IT Manager","1","Information Technology","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts4"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Support","15000","35000","IT Assistant","2","Information Technology","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts5"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Support","15000","35000","Executive Assistant","1","Operational Delivery","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts6"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Manager","35000","55000","Finance Manager","1","Finance","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts7"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Practitioner","25000","45000","Finance Officer","2","Finance","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts8"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Resources","DIR1","Professional Practitioner","25000","45000","Project support officer","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts9"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Professional Support","15000","35000","Executive Assistant","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts10"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Professional Practitioner","25000","45000","Project support officer","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts11"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Professional Practitioner","25000","45000","Correspondence Manager","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts12"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Professional Practitioner","25000","45000","Delivery Manager","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts13"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Professional Practitioner","25000","45000","Project support officer","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts14"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Planning","DIR3","Professional Manager","35000","55000","Planning Development Officer","4","Planning","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts15"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Planning","DIR3","Professional Practitioner","25000","45000","Urban Designer","1","Planning","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts16"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Planning","DIR3","Professional Support","15000","35000","Senior Planning Administrator","1","Planning","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts17"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Planning","DIR3","Professional Support","15000","35000","Planning Administrator","2","Planning","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts18"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Planning","DIR3","Professional Support","15000","35000","Executive Assistant","1","Planning","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts19"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Corporate","DIR1","Assistant Director","55000","85000","Assistant Director","1","Operational Delivery","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts20"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Assistant Director","55000","85000","Assistant Director","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts21"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Delivery","DIR2","Assistant Director","55000","85000","Assistant Director","2","Property and asset management","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts22"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Planning","DIR3","Assistant Director","55000","85000","Assistant Director","1","Planning","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts23"
"Department for Communities and Local Government","Thurrock Thames Gateway Development Corporation","Corporate","DIR1","Assistant Director","55000","85000","Assistant Director","1","Programme and Project Management (PPM)","/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls","juniorPosts24"
