"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2011","Band B","18880","20493","Assistant","3.89","Human resources","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts2"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2011","Band C","21983","31423","Co-ordinator","6","Human resources","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts3"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2011","Band D","31019","43832","Manager","5","Human resources","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts4"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2011","Band E","42383","68310","Technical Manager","11","Human resources","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts5"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2011","Band F","69863","85388","Technical Manager","1","Programme and Project Management (PPM)","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts6"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band B","18880","20493","Assistant","3","Finance","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts7"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band C","21983","31423","Co-ordinator","1","Finance","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts8"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band E","42383","68310","Technical Manager","1","Finance","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts9"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band C","21983","31423","Co-ordinator","2","Information Technology","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts10"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band D","31019","43832","Manager","9","Information Technology","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts11"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band E","42383","68310","Technical Manager","5","Information Technology","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts12"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band F","69863","85388","Head of Function","1","Information Technology","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts13"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2013","Band E","42383","68310","Technical Manager","1","Property and Asset Management","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts14"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band D","31019","43832","Manager","4","Procurement","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts15"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band E","42383","68310","Technical Manager","3","Procurement","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts16"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band E","42383","68310","Technical Manager","1","Policy","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts17"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band C","21983","31423","Co-ordinator","1.6","Law","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts18"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band D","31019","43832","Manager","1","Law","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts19"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band E","42383","68310","Technical Manager","2.6","Law","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts20"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band D","31019","43832","Manager","3","Knowledge and Information Management (KIM)","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts21"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2012","Band E","42383","68310","Technical Manager","3","Knowledge and Information Management (KIM)","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts22"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band C","21983","31423","Co-ordinator","7.9","Communications","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts23"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band D","31019","43832","Manager","4.6","Communications","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts24"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band E","42383","68310","Technical Manager","2","Communications","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts25"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band C","21983","31423","Co-ordinator","2","Programme and Project Management (PPM)","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts26"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band D","31019","43832","Manager","2","Programme and Project Management (PPM)","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts27"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band E","42383","68310","Technical Manager","4","Programme and Project Management (PPM)","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts28"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band D","31019","43832","Manager","4","Policy","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts29"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band E","42383","68310","Technical Manager","5","Policy","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts30"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-2010","Band F","69863","85388","Head of Function","1","Policy","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts31"
"Department for Education","Qualifications and Curriculum Development Agency","Strategic Executive","QCDA-1005","Band B","18880","20493","Assistant","4","Operational delivery","/data/qcda/2011-09-30/government-staff-and-salary-data-QCDA-September-2011.xls","juniorPosts32"
