"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Director","55000","90000","Director","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 2","20056","24378","HR support officer","0.78","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 2","20056","24378","HR support officer","0.78","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 2","20056","24378","HR support officer","0.78","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 2","20056","24378","HR support officer","0.78","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","Executive Assistant","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","Executive Assistant","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","Executive Assistant","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","Executive Assistant","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Officer","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Officer","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Officer","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Officer","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Business Partner","0.8","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Business Partner","0.8","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Business Partner","0.8","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 3","26815","32595","HR Business Partner","0.8","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Business Partner","2.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Business Partner","2.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Business Partner","2.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Business Partner","2.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Officer","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Officer","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Officer","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","HR Officer","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","Team Manager","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","Team Manager","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","Team Manager","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 4","34224","41600","Team Manager","1","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Head","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Head","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Head","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Head","5","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Project Manager","0.4","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Project Manager","0.4","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Project Manager","0.4","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Project Manager","0.4","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Senior HR Manager","0.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Senior HR Manager","0.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Senior HR Manager","0.6","Human resources"
"Home Office","Equality and Human Rights Commission","Corporate Management, People","3","Level 5","43680","53093","Senior HR Manager","0.6","Human resources"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Director","55000","90000","Director","0.5","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Director","55000","90000","Director","0.5","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Director","55000","90000","Director","0.5","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Director","55000","90000","Director","0.5","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 3","26815","32595","Regional Programme Adviser","10","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 3","26815","32595","Regional Programme Adviser","10","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 3","26815","32595","Regional Programme Adviser","10","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 3","26815","32595","Regional Programme Adviser","10","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Communications Manager","6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Communications Manager","6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Communications Manager","6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Communications Manager","6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Senior Regional Adviser","1.64","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Senior Regional Adviser","1.64","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Senior Regional Adviser","1.64","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 4","34224","41600","Senior Regional Adviser","1.64","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 5","43680","53093","Head","1.2","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 5","43680","53093","Head","1.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 5","43680","53093","Head","1.2","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, English Regions","2","Level 5","43680","53093","Head","1.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications support officer","2.58","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications support officer","2.58","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications support officer","2.58","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications support officer","2.58","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 2","20056","24378","Communications Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 3","26815","32595","Communications Officer","8.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 3","26815","32595","Communications Officer","8.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 3","26815","32595","Communications Officer","8.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 3","26815","32595","Communications Officer","8.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Communications Manager","2.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Communications Manager","2.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Communications Manager","2.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Communications Manager","2.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Senior Press Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Senior Press Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Senior Press Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 4","34224","41600","Senior Press Officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 5","43680","53093","Head","3.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 5","43680","53093","Head","3.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 5","43680","53093","Head","3.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, External Affairs","2","Level 5","43680","53093","Head","3.6","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 1","15000","18233","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Advisor","27.55","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Advisor","27.55","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Advisor","27.55","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Advisor","27.55","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Communications support officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Communications support officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Communications support officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Communications support officer","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 2","20056","24378","Service Support Coordinator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Communications Officer","8","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Communications Officer","8","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Communications Officer","8","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Communications Officer","8","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Specialist Advisor","7.83","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Specialist Advisor","7.83","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Specialist Advisor","7.83","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Specialist Advisor","7.83","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Team Leader","4.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Team Leader","4.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Team Leader","4.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 3","26815","32595","Team Leader","4.39","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Communications Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Communications Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Communications Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Communications Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Operational Manager","1.38","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Operational Manager","1.38","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Operational Manager","1.38","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 4","34224","41600","Operational Manager","1.38","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Helpline","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 3","26815","32595","Executive Assistant","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 3","26815","32595","Executive Assistant","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 3","26815","32595","Executive Assistant","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 3","26815","32595","Executive Assistant","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 4","34224","41600","Business Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 4","34224","41600","Business Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 4","34224","41600","Business Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Group Directorate","2","Level 4","34224","41600","Business Manager","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Director","55000","90000","Director","2.2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Director","55000","90000","Director","2.2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Director","55000","90000","Director","2.2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Director","55000","90000","Director","2.2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 2","20056","24378","Service Support Coordinator","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 2","20056","24378","Service Support Coordinator","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 2","20056","24378","Service Support Coordinator","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 2","20056","24378","Service Support Coordinator","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 3","26815","32595","Operational Researcher","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 3","26815","32595","Operational Researcher","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 3","26815","32595","Operational Researcher","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 3","26815","32595","Operational Researcher","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Research Manager","3","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Research Manager","3","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Research Manager","3","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Research Manager","3","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Senior Analyst","4","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Senior Analyst","4","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Senior Analyst","4","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Senior Analyst","4","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Statistician","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Statistician","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Statistician","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 4","34224","41600","Statistician","1","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 5","43680","53093","Head","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 5","43680","53093","Head","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 5","43680","53093","Head","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Intelligence Hub","2","Level 5","43680","53093","Head","2","Operational Research"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Director","55000","90000","Director","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 2","20056","24378","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 2","20056","24378","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 2","20056","24378","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 2","20056","24378","Administrator","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 3","26815","32595","Communications Officer","3","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 3","26815","32595","Communications Officer","3","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 3","26815","32595","Communications Officer","3","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 3","26815","32595","Communications Officer","3","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 4","34224","41600","Senior Stakeholder Relations Officer","2","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 4","34224","41600","Senior Stakeholder Relations Officer","2","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 4","34224","41600","Senior Stakeholder Relations Officer","2","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 4","34224","41600","Senior Stakeholder Relations Officer","2","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Intelligence & Engagement, Stakeholder Management","2","Level 5","43680","53093","Head","1","Communications"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 1","15000","18233","Administrator","0.42","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 1","15000","18233","Administrator","0.42","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 1","15000","18233","Administrator","0.42","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 1","15000","18233","Administrator","0.42","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 2","20056","24378","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 2","20056","24378","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 2","20056","24378","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 2","20056","24378","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Casework and Legal Litigation Officer","8.65","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Casework and Legal Litigation Officer","8.65","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Casework and Legal Litigation Officer","8.65","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Casework and Legal Litigation Officer","8.65","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Caseworker","1.63","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Caseworker","1.63","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Caseworker","1.63","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 3","26815","32595","Caseworker","1.63","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Casework and Legal Litigation Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Casework and Legal Litigation Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Casework and Legal Litigation Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Casework and Legal Litigation Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Team Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Team Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Team Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 4","34224","41600","Team Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 5","43680","53093","Senior Professional","4.46","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 5","43680","53093","Senior Professional","4.46","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 5","43680","53093","Senior Professional","4.46","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Level 5","43680","53093","Senior Professional","4.46","Law"
