"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Education","Office of Qualifications and Examinations Regulation","Strategic Management","CS001","C","21983","31423","Co-ordinator","4","Programme and Project Management (PPM)","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts2"
"Department for Education","Office of Qualifications and Examinations Regulation","Strategic Management","CS001","D","31019","43832","Manager","6","Programme and Project Management (PPM)","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts3"
"Department for Education","Office of Qualifications and Examinations Regulation","Strategic Management","CS001","E","42383","68310","Team Leader","5","Programme and Project Management (PPM)","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts4"
"Department for Education","Office of Qualifications and Examinations Regulation","Strategic Management","CS001","F","69863","85388","Head of Service","1","Programme and Project Management (PPM)","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts5"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","B","0","0","Administrator","2.81","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts6"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","C","21983","31423","Co-ordinator","2","Human resources","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts7"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","C","21983","31423","Officer","9","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts8"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","D","31019","43832","Manager","2","Human resources","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts9"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","D","31019","43832","Manager","3","Communications","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts10"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","D","31019","43832","Manager","4","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts11"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","E","42383","68310","Team Leader","1","Human resources","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts12"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","E","42383","68310","Team Leader","4","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts13"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","E","42383","68310","Team Leader","1","Communications","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts14"
"Department for Education","Office of Qualifications and Examinations Regulation","Internal and External Affairs","CM001","F","69863","85388","Head of Service","1","Communications","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts15"
"Department for Education","Office of Qualifications and Examinations Regulation","Regulation","REG001","B","0","0","Administrator","2","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts16"
"Department for Education","Office of Qualifications and Examinations Regulation","Regulation","REG001","C","21983","31423","Co-ordinator","16","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts17"
"Department for Education","Office of Qualifications and Examinations Regulation","Regulation","REG001","D","31019","43832","Manager","24.44","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts18"
"Department for Education","Office of Qualifications and Examinations Regulation","Regulation","REG001","E","42383","68310","Team Leader","11.7","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts19"
"Department for Education","Office of Qualifications and Examinations Regulation","Regulation","REG001","F","69863","85388","Head of Service","3","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts20"
"Department for Education","Office of Qualifications and Examinations Regulation","Standards","STD044","B","0","0","Administrator","2","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts21"
"Department for Education","Office of Qualifications and Examinations Regulation","Standards","STD044","C","21983","31423","Co-ordinator","20.59","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts22"
"Department for Education","Office of Qualifications and Examinations Regulation","Standards","STD044","D","31019","43832","Manager","22","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts23"
"Department for Education","Office of Qualifications and Examinations Regulation","Standards","STD044","E","42383","68310","Team Leader","10","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts24"
"Department for Education","Office of Qualifications and Examinations Regulation","Standards","STD044","F","69863","85388","Head of Service","2","Operational delivery","/data/ofqual/2011-09-30/Ofqual-30092011.xls","juniorPosts25"
