"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","Grade 6 London","56707","68322","Office Manager","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts2"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","Grade 7 London","46975","56597","Policy Support Officer","5","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts3"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","SEO London","34713","41851","Policy Support Officer","2","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts4"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","Fast Stream London","27000","33654","Policy Support Officer","6","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts5"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","HEO London","29261","34424","Policy Support Officer","6","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts6"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","EO London","24992","29060","Policy Support Officer","8","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts7"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Private Office Group","49","AO London","21184","22646","Policy Support Officer","2.5","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts8"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","63","Grade 6 London","56707","68322","Office Manager","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts9"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","39","Grade 6 London","56707","68322","Office Manager","1.6","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts10"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","39","Grade 7 London","46975","56597","Policy Support Officer","15.8","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts11"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","39","SEO London","34713","41851","Policy Support Officer","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts12"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","39","HEO London","29261","34424","Policy Support Officer","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts13"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","39","Fast Stream London","27000","33654","Policy Support Officer","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts14"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","39","EO London","24992","29060","Policy Support Officer","4","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts15"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","63","Grade 6 London","56707","68322","senior policy adviser","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts16"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","63","Grade 7 London","46975","56597","senior policy adviser","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts17"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","63","Fast Stream London","27000","33654","policy adviser","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts18"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","63","HEO London","29261","34424","policy adviser","1","Policy","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts19"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","Grade 6 London","56707","68322","Office Manager","1","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts20"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","Grade 7 London","46975","56597","Policy Support Officer","3","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts21"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","SEO London","34713","41851","Policy Support Officer","3","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts22"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","Fast Stream London","27000","33654","Policy Support Officer","1","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts23"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","HEO London","29261","34424","Policy Support Officer","2.7","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts24"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","EO London","24992","29060","Policy Support Officer","1","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts25"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","37","AO London","21184","22646","Policy Support Officer","0.86","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts26"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","36","Grade 6 London","56707","68322","Office Manager","2","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts27"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","36","Grade 7 London","46975","56597","Policy Support Officer","4.67","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts28"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","36","SEO London","34713","41851","Policy Support Officer","6.56","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts29"
"Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","36","Fast Stream London","27000","33654","Policy Support Officer","1","Science & Engineering","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","juniorPosts30"
