"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Governance","EXEC1","PA","18153","23125","Personal Assistant","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts2"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Public Relations","EXEC1","SM2","39386","49647","Public Relations Manager","1","Communications","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts3"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Public Relations","EXEC1","SM2","39386","49647","Public Affairs Manager","1","Communications","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts4"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Public Relations","EXEC1","MAN","20566","25924","Communications support officer","1","Communications","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts5"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Policy and Research","EXEC6","PM","31508","40625","Policy Manager","10","Policy","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts6"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Policy and Research","EXEC6","APM","25510","30688","Assistant Policy Manager","3","Policy","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts7"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Policy and Research","EXEC6","SM","34102","43037","Research Manager","1","Policy","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts8"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Policy and Research","EXEC6","ANA","24658","30420","Programme Manager","1","Policy","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts9"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Policy and Research","EXEC6","PA","18153","23125","Personal Assistant","1","Policy","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts10"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Corporate Services","EXEC3","SM2","39386","49647","Senior Manager 2","4.4","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts11"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Corporate Services","EXEC3","MAN","20566","25924","Manager","1.5","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts12"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Corporate Services","EXEC3","OFF","18643","23500","Officer","3.6","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts13"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Corporate Services","EXEC3","PA","18153","23125","Personal Assistant","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts14"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","SPM 2","28883","36408","Specialist Manager 2","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts15"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","CRM","26231","34375","Consumer Relations Manager","6","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts16"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","SPM","28856","36372","Specialist Manager","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts17"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","AM","19390","23808","Assistant Manager","15.2","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts18"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","OFF","18643","23500","Officer","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts19"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","PA","18153","23125","Personal Assistant","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts20"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","SEC","17828","18375","Office Secretary","2","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts21"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","CA","14720","18300","Complaints Administrator","6","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts22"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","TA","13850","17058","Team Assistant","0.5","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts23"
"Department for Environment, Food and Rural Affairs","Consumer Council for Water","Consumer Relations","EXEC4","DCRM","20586","25949","Deputy Consumer Relations Manager","1","Operational delivery","/data/ccwater/2011-09-30/CCWater-Organogram---30-Sept-2011.xls","juniorPosts24"
