"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Education","Training and Development Agency for Schools","Chief Executive's Private Office","TDA-1000","UG7 or equivalent","49590","55376","Chief Executive's Private Office Band 5","1","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts2"
"Department for Education","Training and Development Agency for Schools","Chief Executive's Private Office","TDA-1000","SEO/HEO or equivalent","32016","35752","Chief Executive's Private Office Band 4","1","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts3"
"Department for Education","Training and Development Agency for Schools","Chief Executive's Private Office","TDA-1000","EO or equivalent","22052","23765","Chief Executive's Private Office Band 3","1","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts4"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2001","UG7 or equivalent","49590","55376","Training and Qualifications for Teachers Band 5","9","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts5"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2001","SEO/HEO or equivalent","32016","35752","Training and Qualifications for Teachers Band 4","8.9","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts6"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2001","EO or equivalent","22052","23765","Training and Qualifications for Teachers Band 3","12.8","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts7"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2001","AO or equivalent","17322","18294","Training and Qualifications for Teachers Band 2","2","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts8"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2002","UG7 or equivalent","49590","55376","Recruitment Band 5","7","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts9"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2002","SEO/HEO or equivalent","32016","35752","Recruitment Band 4","11","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts10"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2002","EO or equivalent","22052","23765","Recruitment Band 3","8","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts11"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2002","AO or equivalent","17322","18294","Recruitment Band 2","1","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts12"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2003","UG7 or equivalent","49590","55376","Funding and Market Management Band 5","7","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts13"
"Department for Education","Training and Development Agency for Schools","Executive Directorate for Training","TDA-2003","SEO/HEO or equivalent","32016","35752","Funding and Market Management Band 4","12","Policy","/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls","juniorPosts14"
