,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,UK co-ordinating body,9a,AO (N),17855,19907,Policy Support Officer,1.68,Policy
1,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,UK co-ordinating body,9a,EO (N),22337,25903,Policy Adviser,0.59,Policy
2,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,UK co-ordinating body,9a,HEO (N),26745,30923,Policy Adviser,3.0,Policy
3,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,UK co-ordinating body,9a,SEO (N),33072,39404,Policy Adviser,2.0,Policy
4,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,UK co-ordinating body,9a,G6 (N) ,52708,63170,Senior Policy Adviser,1.0,Policy
5,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,UK co-ordinating body,9a,G7 (N),43221,51814,Senior Policy Adviser,1.0,Policy
6,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,British Cattle Movement Service,11,AO (N),17855,19907,Operations Support Officer,116.09,Operational Delivery
7,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,British Cattle Movement Service,11,EO (N),22337,25903,Operational Manager,19.14,Operational Delivery
8,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,British Cattle Movement Service,11,HEO (N),26745,30923,Operational Manager,3.96,Operational Delivery
9,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,British Cattle Movement Service,11,SEO (N),33072,39404,Operational Manager,1.81,Operational Delivery
10,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,British Cattle Movement Service,11,G7 (N),43221,51814,Senior Operational Manager,1.0,Operational Delivery
11,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Complaints Resolution Team,11,EO (N),22337,25903,Operations Support Officer,13.56,Operational Delivery
12,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Complaints Resolution Team,11,HEO (N),26745,30923,Operational Manager,3.11,Operational Delivery
13,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Complaints Resolution Team,11,SEO (N),33072,39404,Operational Manager,1.0,Operational Delivery
14,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Registration & Document System Services,11,AO (N),17855,19907,Operations Support Officer,58.83,Operational Delivery
15,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Registration & Document System Services,11,EO (N),22337,25903,Operational Manager,8.75,Operational Delivery
16,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Registration & Document System Services,11,HEO (N),26745,30923,Operational Manager,2.0,Operational Delivery
17,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Registration & Document System Services,11,SEO (N),33072,39404,Operational Manager,1.0,Operational Delivery
18,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Registration & Document System Services,11,G7 (N),43221,51814,Senior Operational Manager,1.0,Operational Delivery
19,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Service Centre,11,AO (N),17855,19907,Operations Support Officer,59.38,Operational Delivery
20,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Service Centre,11,EO (N),22337,25903,Operational Manager,8.35,Operational Delivery
21,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Service Centre,11,HEO (N),26745,30923,Operational Manager,2.0,Operational Delivery
22,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Service Centre,11,SEO (N),33072,39404,Operational Manager,1.0,Operational Delivery
23,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Customer Service Centre,11,G7 (N),43221,51814,Senior Operational Manager,1.0,Operational Delivery
24,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - North,11,EO (N),22337,25903,Operations Support Officer,93.88,Operational Delivery
25,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - North,11,HEO (N),26745,30923,Operational Manager,7.86,Operational Delivery
26,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - North,11,SEO (N),33072,39404,Operational Manager,2.0,Operational Delivery
27,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - North,11,G7 (N),43221,51814,Senior Operational Manager,2.0,Operational Delivery
28,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - South,11,EO (N),22337,25903,Operations Support Officer,115.22,Operational Delivery
29,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - South,11,HEO (N),26745,30923,Operational Manager,14.0,Operational Delivery
30,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - South,11,SEO (N),33072,39404,Operational Manager,3.0,Operational Delivery
31,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Farm Inspectors - South,11,G7 (N),43221,51814,Senior Operational Manager,1.0,Operational Delivery
32,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,AO (N),17855,19907,Operations Support Officer,3.0,Operational Delivery
33,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,EO (N),22337,25903,Operational Manager,22.37,Operational Delivery
34,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,HEO (N),26745,30923,Operational Manager,18.8,Operational Delivery
35,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,SEO (N),33072,39404,Operational Manager,5.0,Operational Delivery
36,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,G7 (N),43221,51814,Senior Operational Manager,1.0,Operational Delivery
37,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,EO (L),22337,25903,Operations Support Officer,3.0,Operational Delivery
38,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,HEO (L),26745,30923,Operational Manager,4.58,Operational Delivery
39,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Horticulture Marketing Inspectors,11,SEO (L),33072,39404,Operational Manager,1.0,Operational Delivery
40,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Import / Export,11,AO (N),17855,19907,Operations Support Officer,16.59,Operational Delivery
41,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Import / Export,11,EO (N),22337,25903,Operational Manager,5.6,Operational Delivery
42,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Import / Export,11,HEO (N),26745,30923,Operational Manager,2.0,Operational Delivery
43,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Import / Export,11,SEO (N),33072,39404,Operational Manager,1.0,Operational Delivery
44,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Meat Technical Schemes,11,AO (N),17855,19907,Operations Support Officer,4.0,Operational Delivery
45,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Meat Technical Schemes,11,EO (N),22337,25903,Operational Manager,2.0,Operational Delivery
46,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Meat Technical Schemes,11,HEO (N),26745,30923,Operational Manager,6.81,Operational Delivery
47,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Meat Technical Schemes,11,SEO (N),33072,39404,Operational Manager,6.0,Operational Delivery
48,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Meat Technical Schemes,11,G7 (N),43221,51814,Senior Operational Manager,1.0,Operational Delivery
49,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Operations Director,11,AO (N),17855,19907,Operations Support Officer,1.0,Operational Delivery
50,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Operations Director,11,EO (N),22337,25903,Operational Manager,1.0,Operational Delivery
51,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Operations Director,11,SEO (N),33072,39404,Operational Manager,1.0,Operational Delivery
52,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Operations Director,11,G6 (N) ,52708,63170,Senior Operational Manager,4.0,Operational Delivery
53,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Exeter - Single Payment Scheme,11,AO (N),17855,19907,Operations Support Officer,91.53,Operational Delivery
54,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Exeter - Single Payment Scheme,11,EO (N),22337,25903,Operational Manager,25.91,Operational Delivery
55,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Exeter - Single Payment Scheme,11,HEO (N),26745,30923,Operational Manager,3.95,Operational Delivery
56,"Department for Environment, Food and Rural Affairs",Rural Payments Agency,Exeter - Single Payment Scheme,11,SEO (N),33072,39404,Operational Manager,1.0,Operational Delivery
