,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Ministry of Defence,National Museum of the Royal Navy,National Museum of the Royal Navy,2,Victory Guide,17835,20676,Executive Assistant,5.0,Operational Delivery
1,Ministry of Defence,National Museum of the Royal Navy,National Museum of the Royal Navy,2,Events Assistant,14000,20000,Executive Assistant,1.0,Operational Delivery
2,Ministry of Defence,National Museum of the Royal Navy,National Museum of the Royal Navy,5,Finance Assistant,15000,20000,Finance Officer,1.0,Finance
3,Ministry of Defence,National Museum of the Royal Navy,National Museum of the Royal Navy,5,Development Officers,20000,25000,Executive Assistant,5.0,Operational Delivery
