,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Department for Transport,British Transport Police Authority,"Policy, Performance and Stakeholder Cluster",BTPA01,C002,53912,64236,Strategy & Performance Manager,1.0,Policy
1,Department for Transport,British Transport Police Authority,Finance Cluster,BTPA02,C001,45390,54083,Income & Compliance Manager,0.7,Operational Delivery
2,Department for Transport,British Transport Police Authority,Business Management Cluster,BTPA01,C001,45390,54083,Business Manager,1.0,Operational Delivery
3,Department for Transport,British Transport Police Authority,"Policy, Performance and Stakeholder Cluster",BTPA01,B003,35760,42608,Analyst,1.0,Policy
4,Department for Transport,British Transport Police Authority,"Policy, Performance and Stakeholder Cluster",BTPA01,B002,30735,36621,Communications Manager,0.2,Operational Delivery
5,Department for Transport,British Transport Police Authority,Chief Executive Cluster,BTPA01,B002,30735,36621,Executive Assistant,1.0,Operational Delivery
6,Department for Transport,British Transport Police Authority,Business Management Cluster,BTPA01,B001,28015,33380,Office Manager,1.0,Operational Delivery
